ID,flag
103854,1
103995,1
104195,1
104231,1
104658,1
104733,1
105617,1
105757,1
106297,1
106398,1
106427,1
106587,1
106777,1
106806,1
106825,1
107498,1
107742,1
108004,1
108236,1
108333,1
108425,1
108500,1
108554,1
108752,1
108843,1
108957,1
109175,1
109200,1
109269,1
109859,1
110098,1
110257,1
110319,1
110485,1
110894,1
111315,1
111376,1
111989,1
112117,1
112235,1
112355,1
113401,1
113605,1
113864,1
114008,1
114098,1
114271,1
114396,1
115186,1
115347,1
115400,1
115830,1
116537,1
116703,1
116880,1
117333,1
117553,1
117663,1
117696,1
117784,1
117956,1
117994,1
118267,1
118329,1
118379,1
119075,1
119086,1
119212,1
119290,1
119352,1
119380,1
119549,1
119643,1
119937,1
120494,1
120855,1
121037,1
121486,1
121697,1
121704,1
121730,1
121874,1
121977,1
122082,1
122428,1
122554,1
122891,1
122941,1
123134,1
124463,1
124640,1
124866,1
124919,1
125582,1
125653,1
125661,1
126114,1
126134,1
126152,1
126269,1
126602,1
126757,1
127496,1
127526,1
127780,1
127786,1
127861,1
128084,1
128120,1
129385,1
129544,1
129814,1
130090,1
130308,1
130350,1
130381,1
130503,1
130691,1
130734,1
130888,1
131230,1
131434,1
132030,1
132061,1
133079,1
133351,1
133530,1
133543,1
133711,1
133740,1
133832,1
133855,1
133938,1
134044,1
134139,1
134240,1
134593,1
134886,1
135204,1
136542,1
136738,1
137098,1
137131,1
137468,1
137905,1
137924,1
138050,1
138147,1
139556,1
140279,1
140389,1
140634,1
140775,1
140844,1
140924,1
141017,1
141156,1
141549,1
142751,1
142888,1
142997,1
143246,1
143308,1
143481,1
144100,1
144148,1
144236,1
145239,1
145279,1
145729,1
146763,1
146775,1
147123,1
147223,1
147402,1
147432,1
147769,1
148063,1
148170,1
148219,1
148577,1
148721,1
148879,1
149167,1
149421,1
149439,1
149478,1
150341,1
150488,1
150511,1
150649,1
150708,1
150791,1
150903,1
151059,1
151262,1
151336,1
152355,1
152405,1
152595,1
152661,1
152700,1
152917,1
152949,1
153231,1
153245,1
153617,1
153870,1
154020,1
154697,1
154793,1
154802,1
155048,1
155195,1
155222,1
155338,1
155776,1
155831,1
155971,1
156014,1
156776,1
157098,1
157259,1
157292,1
157507,1
157549,1
157582,1
157898,1
157901,1
158265,1
158326,1
158943,1
159018,1
159222,1
159495,1
159532,1
159670,1
159819,1
159979,1
160021,1
160388,1
160393,1
160527,1
160603,1
161013,1
161015,1
161276,1
161352,1
161830,1
162039,1
162061,1
162160,1
162722,1
162932,1
163183,1
163753,1
164135,1
165221,1
165452,1
165789,1
166295,1
166419,1
166522,1
166571,1
166678,1
167215,1
167313,1
167374,1
167391,1
168005,1
168291,1
168666,1
169038,1
169052,1
169216,1
169222,1
169392,1
169435,1
169669,1
170165,1
170266,1
170284,1
170320,1
170367,1
170597,1
170613,1
170662,1
170763,1
171107,1
171609,1
171828,1
172180,1
172537,1
172884,1
173266,1
173514,1
173825,1
174318,1
174404,1
174540,1
174801,1
174936,1
175002,1
175257,1
176410,1
176679,1
176932,1
177192,1
177619,1
177755,1
177890,1
178133,1
178167,1
178182,1
178297,1
178800,1
178885,1
179011,1
179459,1
179597,1
179738,1
179810,1
180173,1
180188,1
180217,1
180534,1
180764,1
180964,1
180988,1
181021,1
181160,1
181178,1
181224,1
181387,1
181396,1
181456,1
181555,1
181558,1
181618,1
181696,1
181773,1
182027,1
182188,1
182312,1
182396,1
182709,1
182743,1
182812,1
182913,1
183338,1
183381,1
183537,1
183746,1
183814,1
183841,1
184062,1
184089,1
184187,1
184280,1
184350,1
184514,1
184636,1
185249,1
185487,1
185734,1
185858,1
186011,1
186350,1
186369,1
186411,1
186576,1
186730,1
186927,1
187136,1
187550,1
187613,1
187828,1
187997,1
188096,1
188170,1
188282,1
188459,1
188635,1
188778,1
188922,1
188984,1
189366,1
189885,1
190347,1
190360,1
190431,1
190457,1
190624,1
191123,1
191145,1
191301,1
191558,1
191739,1
191994,1
192128,1
192347,1
192423,1
192434,1
192521,1
192580,1
192619,1
192706,1
193195,1
193594,1
193744,1
193821,1
193857,1
194030,1
194039,1
194087,1
194267,1
194287,1
194504,1
194979,1
194991,1
195348,1
195420,1
195819,1
195904,1
196327,1
196559,1
196962,1
198028,1
198109,1
198154,1
198315,1
198334,1
198404,1
198586,1
198682,1
198777,1
199351,1
199845,1
199979,1
200404,1
200834,1
201291,1
201460,1
201502,1
201628,1
201778,1
202613,1
202693,1
203002,1
203064,1
203427,1
203463,1
203516,1
203521,1
203664,1
203738,1
203922,1
204446,1
204538,1
204540,1
205277,1
205301,1
205936,1
206102,1
206364,1
206812,1
206877,1
207215,1
207503,1
207648,1
207698,1
207863,1
207889,1
207934,1
208002,1
208177,1
208563,1
208764,1
208899,1
209017,1
209221,1
209797,1
210213,1
210445,1
210475,1
210828,1
210959,1
211011,1
211193,1
211424,1
211770,1
211804,1
212050,1
212091,1
212943,1
213302,1
213428,1
213495,1
213539,1
213889,1
213920,1
214131,1
214498,1
214926,1
215080,1
215643,1
215659,1
215806,1
215882,1
216126,1
216309,1
216739,1
216797,1
216809,1
216839,1
217190,1
217231,1
217331,1
218249,1
218287,1
218363,1
218468,1
218743,1
218775,1
218934,1
219396,1
220196,1
220702,1
220707,1
221067,1
221679,1
221980,1
222067,1
222314,1
222373,1
222544,1
222813,1
222994,1
223117,1
223127,1
223699,1
223879,1
223933,1
224144,1
224403,1
225135,1
225623,1
225685,1
225688,1
226020,1
226553,1
226925,1
227049,1
227264,1
227407,1
227676,1
227915,1
227950,1
228083,1
228152,1
228202,1
228488,1
228589,1
228690,1
229050,1
229073,1
229158,1
229815,1
229829,1
229838,1
229921,1
230006,1
230011,1
230371,1
230784,1
230814,1
231080,1
231153,1
231208,1
231265,1
231795,1
232094,1
232238,1
232362,1
232876,1
232887,1
232969,1
233100,1
233450,1
233670,1
234156,1
234177,1
234667,1
234907,1
235237,1
235300,1
235551,1
235627,1
235726,1
235783,1
235972,1
236129,1
236218,1
236239,1
236647,1
236820,1
236972,1
236998,1
237058,1
237308,1
237316,1
237324,1
237831,1
237943,1
237968,1
238126,1
238259,1
238458,1
238500,1
238656,1
238681,1
238766,1
239049,1
239308,1
239781,1
239838,1
239958,1
240043,1
240653,1
241016,1
241105,1
241465,1
241512,1
241600,1
241993,1
242181,1
242448,1
243182,1
243184,1
243358,1
243770,1
244241,1
244301,1
244800,1
244895,1
245240,1
245584,1
245625,1
246147,1
246153,1
246156,1
246386,1
246642,1
246799,1
246894,1
247032,1
247237,1
247277,1
247808,1
247952,1
248015,1
248222,1
248528,1
248530,1
248680,1
248843,1
248854,1
250053,1
250784,1
251097,1
251187,1
251479,1
251651,1
251663,1
253067,1
253227,1
253735,1
253763,1
253934,1
253948,1
254097,1
254582,1
254924,1
255103,1
255538,1
255581,1
255919,1
256183,1
256242,1
256317,1
256321,1
256335,1
256721,1
256816,1
258283,1
258475,1
259020,1
259271,1
259416,1
260392,1
260479,1
260525,1
260989,1
261247,1
261516,1
261583,1
261973,1
262000,1
262063,1
262372,1
262861,1
263434,1
263527,1
263715,1
263989,1
264089,1
264276,1
264280,1
264444,1
265128,1
265268,1
265329,1
265393,1
265490,1
265651,1
266075,1
266111,1
266803,1
266876,1
266982,1
267010,1
267258,1
267279,1
267664,1
267830,1
268257,1
268492,1
268587,1
269044,1
269147,1
269179,1
269324,1
269507,1
269792,1
269970,1
270343,1
270574,1
270678,1
270878,1
271062,1
271545,1
272003,1
272139,1
272928,1
272984,1
273554,1
274373,1
274421,1
274440,1
275128,1
275259,1
275328,1
275335,1
275510,1
275822,1
276033,1
276053,1
276422,1
276633,1
276664,1
277514,1
277580,1
277816,1
277829,1
278247,1
278379,1
278589,1
278728,1
278939,1
278980,1
279155,1
279253,1
279262,1
279366,1
279438,1
279443,1
279777,1
279920,1
280574,1
281026,1
281327,1
281445,1
282032,1
282161,1
282504,1
282526,1
282638,1
282834,1
283327,1
283360,1
283366,1
283501,1
283792,1
284202,1
284443,1
284474,1
284567,1
284759,1
284938,1
285005,1
285007,1
285544,1
285565,1
285753,1
285905,1
285948,1
286094,1
286404,1
287313,1
287365,1
287573,1
287790,1
288181,1
288237,1
288470,1
288832,1
288968,1
289201,1
289769,1
289858,1
290331,1
290479,1
290551,1
290563,1
290915,1
291887,1
291994,1
292019,1
292308,1
292374,1
292787,1
292811,1
293188,1
293871,1
294642,1
294849,1
295008,1
295096,1
295291,1
295383,1
295404,1
295569,1
295584,1
295597,1
295623,1
295671,1
295879,1
295911,1
296229,1
296321,1
296659,1
296716,1
296769,1
296965,1
297023,1
297103,1
297338,1
297388,1
297400,1
297699,1
297722,1
297827,1
297949,1
297965,1
298041,1
298067,1
298177,1
298329,1
298762,1
298855,1
299106,1
299136,1
299242,1
299851,1
299860,1
300134,1
300433,1
300617,1
300674,1
300719,1
300895,1
300988,1
301135,1
301447,1
301730,1
301777,1
302254,1
302282,1
302369,1
302474,1
302923,1
303579,1
303736,1
303745,1
303768,1
303772,1
303774,1
303881,1
304177,1
304520,1
304641,1
304979,1
305045,1
305247,1
305525,1
305571,1
306043,1
306099,1
306124,1
306337,1
307122,1
307341,1
307784,1
307874,1
307883,1
308094,1
308421,1
308576,1
309120,1
310159,1
310272,1
310399,1
310508,1
311183,1
311474,1
311574,1
311681,1
311829,1
311906,1
312065,1
312296,1
312881,1
312898,1
313583,1
313591,1
313792,1
313828,1
314361,1
314379,1
315523,1
315839,1
315984,1
316091,1
316102,1
316198,1
316322,1
316605,1
316814,1
316921,1
317073,1
317433,1
318025,1
318630,1
318836,1
319059,1
319157,1
319634,1
319758,1
319800,1
319805,1
319886,1
320037,1
320096,1
320117,1
320122,1
320393,1
320450,1
320470,1
320733,1
320949,1
321193,1
321213,1
321298,1
321353,1
321714,1
321869,1
322082,1
322093,1
322167,1
322369,1
322503,1
322579,1
322757,1
322822,1
322951,1
323091,1
323143,1
323330,1
324435,1
324775,1
324985,1
325437,1
325520,1
325777,1
325797,1
325830,1
326045,1
326115,1
326145,1
326192,1
326212,1
326262,1
326301,1
326570,1
326592,1
326766,1
326897,1
326904,1
327050,1
327066,1
327370,1
327777,1
328554,1
328602,1
328733,1
329888,1
330070,1
330710,1
330938,1
331259,1
331567,1
331580,1
331679,1
332110,1
332467,1
332561,1
332713,1
332900,1
332909,1
333160,1
333649,1
333686,1
333939,1
334019,1
334158,1
334294,1
334371,1
334425,1
334774,1
335117,1
335479,1
335732,1
335804,1
335960,1
336517,1
336611,1
336803,1
336838,1
336903,1
337013,1
337041,1
337136,1
337199,1
337284,1
337868,1
337891,1
338051,1
338108,1
338353,1
338850,1
338890,1
338914,1
338941,1
338985,1
339271,1
339289,1
339503,1
339830,1
340625,1
340798,1
340945,1
341216,1
341291,1
341319,1
341353,1
342157,1
342259,1
342293,1
342424,1
342585,1
343357,1
343435,1
343752,1
344337,1
344732,1
344805,1
344961,1
345331,1
345387,1
345435,1
346354,1
346681,1
347503,1
347730,1
347934,1
347999,1
348217,1
348627,1
348889,1
349055,1
349360,1
349727,1
349793,1
349982,1
350465,1
350597,1
351033,1
351262,1
351362,1
351630,1
351649,1
351668,1
351757,1
351839,1
352210,1
352282,1
352567,1
352981,1
353290,1
353415,1
353625,1
353693,1
353748,1
354033,1
354139,1
354471,1
354495,1
354593,1
354600,1
354722,1
354776,1
354980,1
355116,1
355132,1
355715,1
356188,1
356237,1
356875,1
356879,1
357070,1
357556,1
357630,1
357952,1
358248,1
358303,1
358522,1
358610,1
358665,1
359236,1
359359,1
359607,1
359665,1
359994,1
360011,1
360213,1
360298,1
360681,1
361115,1
361470,1
361540,1
362286,1
362433,1
362802,1
362853,1
362891,1
363087,1
363114,1
363448,1
363482,1
363940,1
363985,1
364020,1
364140,1
364332,1
365213,1
365488,1
365611,1
366153,1
366165,1
366300,1
366545,1
367050,1
367305,1
367815,1
367969,1
368035,1
368489,1
368688,1
368963,1
369041,1
369045,1
369142,1
369287,1
369469,1
369536,1
370629,1
370940,1
371150,1
371211,1
371664,1
371832,1
372009,1
372305,1
372487,1
372888,1
372952,1
373771,1
374122,1
374361,1
374449,1
374458,1
374801,1
374827,1
374863,1
375029,1
375250,1
375681,1
375687,1
376133,1
376252,1
376459,1
376669,1
376980,1
377032,1
377117,1
377202,1
377520,1
377556,1
377904,1
377914,1
377922,1
378165,1
378252,1
378572,1
379033,1
379513,1
379529,1
380116,1
380312,1
380468,1
380520,1
380672,1
380944,1
380972,1
380989,1
381016,1
381294,1
381329,1
381716,1
381900,1
382219,1
382579,1
383388,1
383597,1
383676,1
383850,1
383914,1
384415,1
384501,1
384654,1
385416,1
385528,1
385624,1
385806,1
385935,1
386059,1
386119,1
387076,1
387139,1
387195,1
387260,1
387291,1
387929,1
388148,1
388260,1
388291,1
388490,1
388612,1
388864,1
388873,1
389047,1
389740,1
389787,1
390000,1
390214,1
391282,1
391390,1
391437,1
391739,1
391970,1
392198,1
392271,1
392587,1
392631,1
392740,1
392802,1
392866,1
392918,1
393286,1
393359,1
393851,1
394348,1
394512,1
394576,1
394605,1
394981,1
395004,1
395096,1
395227,1
396175,1
396286,1
396328,1
396836,1
396851,1
396882,1
397291,1
397558,1
397683,1
398064,1
398151,1
398179,1
398962,1
399012,1
399084,1
399317,1
399368,1
399779,1
399793,1
399973,1
400106,1
400290,1
400708,1
400734,1
400748,1
401215,1
401454,1
401764,1
401880,1
402113,1
402700,1
403194,1
403209,1
404577,1
404791,1
404884,1
404969,1
405074,1
405088,1
405177,1
405318,1
405352,1
405544,1
405571,1
405953,1
406156,1
406426,1
406814,1
407492,1
407790,1
408702,1
408781,1
408877,1
409070,1
409131,1
409177,1
409191,1
409443,1
409546,1
410312,1
410482,1
410487,1
410912,1
410931,1
411022,1
411159,1
411449,1
411503,1
412001,1
412100,1
412265,1
412310,1
412693,1
412868,1
412950,1
412973,1
413277,1
413323,1
413812,1
413879,1
413995,1
414004,1
414233,1
414795,1
414988,1
415091,1
415107,1
415303,1
415641,1
415739,1
415865,1
415902,1
415953,1
416127,1
416452,1
416836,1
416921,1
417036,1
417057,1
417415,1
417772,1
418101,1
418444,1
418716,1
418951,1
418981,1
419175,1
419755,1
420031,1
420068,1
420409,1
420516,1
420765,1
421068,1
421114,1
421235,1
421423,1
421584,1
421655,1
421786,1
421848,1
421886,1
421941,1
422167,1
422357,1
422364,1
422463,1
422655,1
422927,1
423047,1
423254,1
423344,1
423858,1
423909,1
423920,1
424042,1
424194,1
424295,1
424435,1
424936,1
425343,1
425799,1
426003,1
426029,1
426053,1
426187,1
426376,1
426439,1
426617,1
426619,1
427080,1
427117,1
427295,1
427420,1
427577,1
427587,1
427774,1
428087,1
428177,1
428206,1
428334,1
428476,1
428633,1
428658,1
428841,1
429287,1
429400,1
429456,1
429933,1
429954,1
429972,1
430551,1
430624,1
430960,1
431301,1
432211,1
432320,1
432470,1
432481,1
432950,1
433001,1
433103,1
433366,1
433649,1
433717,1
433925,1
433989,1
434354,1
434482,1
434516,1
434627,1
435012,1
435811,1
436057,1
436337,1
436560,1
436694,1
436977,1
436981,1
437155,1
437230,1
437368,1
437399,1
437503,1
437846,1
437879,1
438066,1
438068,1
438410,1
438420,1
438813,1
439001,1
439210,1
439432,1
439714,1
439768,1
440038,1
440270,1
440491,1
440898,1
440950,1
441102,1
441109,1
441381,1
441899,1
442198,1
442500,1
443240,1
443388,1
443679,1
443715,1
443854,1
443921,1
443940,1
444217,1
444252,1
444267,1
444786,1
444903,1
445208,1
445304,1
445504,1
445755,1
445911,1
446175,1
446176,1
446336,1
446551,1
446607,1
447205,1
447262,1
447271,1
447426,1
447489,1
447541,1
447597,1
447602,1
447720,1
447816,1
447852,1
447862,1
448240,1
448516,1
448527,1
448536,1
448554,1
448678,1
448940,1
448984,1
449022,1
449239,1
450046,1
450192,1
450314,1
450475,1
450666,1
450735,1
450997,1
451036,1
451072,1
451300,1
451457,1
451484,1
451543,1
451821,1
451916,1
451937,1
452236,1
452617,1
452985,1
453111,1
453241,1
453320,1
453731,1
453770,1
453861,1
453986,1
454116,1
454212,1
454356,1
454406,1
455782,1
456126,1
456226,1
456257,1
456385,1
456518,1
456871,1
457141,1
457369,1
457487,1
457792,1
457865,1
458008,1
458098,1
458108,1
458183,1
458712,1
459139,1
459425,1
459543,1
459681,1
460165,1
460233,1
460293,1
460450,1
460457,1
460563,1
460603,1
460605,1
460787,1
461453,1
461686,1
461716,1
461847,1
461886,1
461934,1
462117,1
462192,1
462481,1
462767,1
463088,1
463109,1
463125,1
463211,1
463436,1
463566,1
463680,1
463803,1
463863,1
464061,1
464604,1
464645,1
464669,1
464710,1
465019,1
465191,1
465204,1
465593,1
465677,1
465759,1
465827,1
466113,1
466299,1
466978,1
467643,1
468201,1
468285,1
468383,1
468580,1
469134,1
469194,1
469678,1
469716,1
469757,1
469762,1
469873,1
469908,1
470008,1
470384,1
470386,1
470462,1
470547,1
470714,1
470812,1
471102,1
471302,1
471316,1
471632,1
471764,1
471907,1
471953,1
472041,1
472073,1
472586,1
473104,1
473513,1
473614,1
473615,1
473693,1
473990,1
474077,1
474167,1
474190,1
474389,1
474585,1
474926,1
474962,1
475047,1
475058,1
475588,1
475633,1
475660,1
475740,1
475842,1
476003,1
476330,1
476660,1
477053,1
477226,1
477537,1
477780,1
477888,1
478270,1
478374,1
478565,1
478702,1
479116,1
479273,1
479839,1
479947,1
480036,1
480469,1
480557,1
480665,1
481043,1
481092,1
481712,1
481727,1
481796,1
482272,1
482279,1
482637,1
482889,1
483048,1
483321,1
483468,1
483705,1
483929,1
484259,1
484342,1
484404,1
484577,1
485097,1
485373,1
485393,1
485509,1
485542,1
486617,1
486622,1
486642,1
487016,1
487065,1
487291,1
487507,1
487682,1
487917,1
488079,1
488126,1
488344,1
488408,1
488446,1
488725,1
488777,1
488872,1
488967,1
489039,1
489221,1
489353,1
490407,1
490578,1
490928,1
491071,1
491079,1
491158,1
491353,1
491541,1
491691,1
491892,1
492139,1
492235,1
492305,1
492454,1
492912,1
493110,1
493341,1
494247,1
494425,1
495523,1
495563,1
495603,1
495607,1
495871,1
495918,1
495971,1
496012,1
496143,1
496332,1
496383,1
496503,1
497022,1
497488,1
497504,1
498060,1
498140,1
498145,1
498195,1
498579,1
498603,1
498605,1
499076,1
499178,1
499363,1
499644,1
499914,1
499988,1
500042,1
500144,1
500604,1
500818,1
500866,1
501056,1
501202,1
501370,1
501452,1
501483,1
501509,1
501564,1
501770,1
501915,1
502191,1
502203,1
502236,1
502669,1
502854,1
502955,1
502987,1
503763,1
503804,1
504037,1
504182,1
504573,1
504674,1
504850,1
505232,1
505865,1
505877,1
506104,1
506371,1
506492,1
507276,1
507338,1
507425,1
507507,1
507718,1
507821,1
507897,1
508135,1
508490,1
508828,1
509057,1
509059,1
509397,1
509510,1
509563,1
509776,1
509854,1
510102,1
510473,1
510578,1
510833,1
511276,1
511480,1
511718,1
511824,1
511892,1
512514,1
512586,1
512603,1
513932,1
514007,1
514231,1
514490,1
514501,1
514889,1
515254,1
516304,1
516336,1
516467,1
516478,1
516584,1
517017,1
517226,1
517690,1
517989,1
518013,1
518659,1
519226,1
519919,1
520343,1
520674,1
520821,1
521009,1
521060,1
521075,1
521096,1
521215,1
521274,1
521920,1
521934,1
522174,1
522226,1
523009,1
523311,1
523500,1
523734,1
523990,1
524103,1
524106,1
524151,1
524184,1
524192,1
524488,1
524680,1
525113,1
525173,1
525353,1
525878,1
525948,1
526126,1
526509,1
526586,1
527099,1
527107,1
527175,1
527288,1
527425,1
527448,1
527669,1
527829,1
528618,1
528842,1
528875,1
529139,1
529236,1
529248,1
529336,1
529342,1
529898,1
530104,1
530578,1
531161,1
531824,1
532348,1
532422,1
532575,1
532922,1
532979,1
533534,1
533669,1
533882,1
533935,1
533958,1
534177,1
534261,1
534294,1
534343,1
534526,1
534855,1
534860,1
535386,1
535619,1
535749,1
535775,1
535826,1
536134,1
536226,1
536442,1
536925,1
537083,1
537281,1
537376,1
537465,1
537681,1
537815,1
538093,1
538690,1
538749,1
538906,1
539020,1
539173,1
539426,1
539467,1
539470,1
539478,1
539543,1
539664,1
539723,1
540057,1
540078,1
540220,1
540226,1
540257,1
540630,1
540683,1
540938,1
541017,1
541341,1
541412,1
541856,1
542402,1
542535,1
542927,1
543345,1
543354,1
543359,1
543562,1
543620,1
543645,1
543702,1
543962,1
544044,1
544341,1
544345,1
544392,1
544710,1
544730,1
544741,1
544752,1
544783,1
545340,1
545363,1
545642,1
545729,1
545747,1
546068,1
546225,1
546257,1
546411,1
546507,1
546541,1
547284,1
547376,1
547390,1
547475,1
547484,1
547633,1
547753,1
548172,1
548190,1
548211,1
548411,1
548440,1
548635,1
549138,1
549399,1
549421,1
549549,1
549594,1
550001,1
550120,1
550121,1
550162,1
550510,1
550670,1
550797,1
551053,1
551252,1
551299,1
551328,1
551480,1
551591,1
551688,1
551745,1
551929,1
552021,1
552220,1
552416,1
553145,1
553190,1
553315,1
553810,1
554138,1
554196,1
554227,1
554548,1
554720,1
554828,1
554859,1
554996,1
555011,1
555092,1
555123,1
555125,1
555208,1
555744,1
556924,1
556990,1
557241,1
557641,1
557720,1
557725,1
558112,1
558438,1
558453,1
558682,1
558799,1
559288,1
559664,1
559772,1
559966,1
560124,1
560417,1
560503,1
560642,1
560918,1
561319,1
561702,1
562032,1
562095,1
562128,1
562154,1
562220,1
562333,1
562420,1
562581,1
562717,1
562945,1
563237,1
563635,1
563705,1
563718,1
563737,1
563808,1
563817,1
563844,1
563907,1
564303,1
564347,1
564470,1
564526,1
564775,1
564803,1
564991,1
565029,1
565505,1
565578,1
565603,1
565800,1
565860,1
566040,1
566550,1
566559,1
566934,1
566939,1
567035,1
567172,1
567458,1
567879,1
567991,1
568065,1
568190,1
568665,1
568989,1
569661,1
569671,1
570088,1
570106,1
570194,1
570285,1
570314,1
570851,1
571158,1
571176,1
571532,1
571615,1
571710,1
571735,1
572089,1
573010,1
573048,1
573117,1
573226,1
573583,1
573585,1
573615,1
573756,1
573807,1
573817,1
574541,1
574711,1
574791,1
574938,1
575031,1
575136,1
575518,1
575556,1
575596,1
576769,1
576835,1
577500,1
577523,1
577690,1
577849,1
577886,1
578140,1
579224,1
579253,1
579478,1
579732,1
579876,1
580017,1
580518,1
580548,1
581191,1
581219,1
581526,1
581723,1
581778,1
581956,1
582284,1
582287,1
582321,1
582403,1
582779,1
582895,1
583116,1
583277,1
583647,1
583958,1
583990,1
584259,1
584444,1
584557,1
584587,1
584677,1
584685,1
584866,1
584895,1
584968,1
585032,1
585226,1
585249,1
585371,1
585529,1
585543,1
585621,1
586637,1
586707,1
586724,1
587585,1
587694,1
587735,1
587880,1
589127,1
589491,1
589665,1
589683,1
590071,1
590086,1
590300,1
590659,1
591066,1
591170,1
591214,1
591272,1
591384,1
591492,1
591700,1
591934,1
592033,1
592038,1
592164,1
592466,1
592623,1
592686,1
592833,1
592893,1
593375,1
593435,1
593639,1
593690,1
593907,1
593962,1
594009,1
594559,1
594630,1
594942,1
595063,1
595441,1
595531,1
595542,1
595681,1
595887,1
595911,1
596506,1
